Name,Mana Cost,Mana Value,Rarity,Set Code,Type,Image URL
Inspired Idea,{2}{U},3.0,rare,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/f/2fe4ee8e-579d-4bfa-8c19-bfdb1c0b7177.jpg?1643587992
Into the Night,{3}{R},4.0,uncommon,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/5/b5a96286-0dda-4761-a1c5-241288c36275.jpg?1643591501
Investigator's Journal,{2},2.0,rare,vow,Artifact — Clue,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/f/1f35a26f-f31e-497c-a604-0157f81a3540.jpg?1635606151
Island,,0.0,common,vow,Basic Land — Island,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/f/1fddf4cb-0680-4bc7-8bb3-cb15268aff46.jpg?1642482050
"Jacob Hauken, Inspector",{1}{U},2.0,mythic,vow,Legendary Creature — Human Advisor // Legendary Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/1/31acfd80-38c2-413a-b6bf-3325b342f045.jpg?1636757102
"Katilda, Dawnhart Martyr",{1}{W}{W},3.0,rare,vow,Legendary Creature — Spirit Warlock // Legendary Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/e/0ef240aa-2a88-4ec4-888a-918466372adb.jpg?1643586518
"Kaya, Geist Hunter",{1}{W}{B},3.0,mythic,vow,Legendary Planeswalker — Kaya,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/9/a98a208c-ee2b-4672-a43b-f4a708585b1a.jpg?1643594174
Kessig Flamebreather,{1}{R},2.0,common,vow,Creature — Human Shaman,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/0/303ad78a-b02a-44dc-afe6-7f95781a5062.jpg?1643591531
Kessig Wolfrider,{R},1.0,rare,vow,Creature — Human Knight,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/8/180b1a4f-c071-4742-9c57-9d775be0ed4f.jpg?1643591556
Kindly Ancestor,{2}{W},3.0,common,vow,Creature — Spirit // Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/5/25193485-7f41-4b05-9a69-4c112679f97c.jpg?1643586581
Lacerate Flesh,{4}{R},5.0,common,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/7/c7e0c0dc-2d35-4e5a-81da-dd5f35b8e579.jpg?1643591591
Laid to Rest,{3}{G},4.0,uncommon,vow,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/4/141f7948-3140-40f2-95dd-ab6c79f2a821.jpg?1643593003
Lambholt Raconteur,{3}{R},4.0,uncommon,vow,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/c/0cbee24c-9147-46cb-a5f9-8d919c021aa4.jpg?1643591648
Lantern Bearer,{U},1.0,common,vow,Creature — Spirit // Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/4/a4d3652a-6774-4b16-aa8b-cb11d72ec7aa.jpg?1643588090
Lantern Flare,{1}{W},2.0,rare,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/5/95751a49-398b-4d95-9475-2bdfed9b791b.jpg?1635891324
Lantern of the Lost,{1},1.0,uncommon,vow,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/2/c2303f11-2c82-44d5-893a-8e71dece7746.jpg?1643594810
Lightning Wolf,{3}{R},4.0,common,vow,Creature — Wolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/2/7211e4c3-e940-41da-88e4-4630eab447a6.jpg?1643591677
Lunar Rejection,{1}{U},2.0,uncommon,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/f/0f66511c-355f-4e8a-96fc-3afc7a315231.jpg?1643588123
Magma Pummeler,{X}{R}{R},2.0,uncommon,vow,Creature — Elemental,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/2/42f133d6-35c3-49b7-85f6-d6cfa6bac3d9.jpg?1643591720
Manaform Hellkite,{2}{R}{R},4.0,mythic,vow,Creature — Dragon,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/2/52e59170-aa80-45e1-ad0d-ce4818e78d2a.jpg?1643591771
Markov Purifier,{1}{W}{B},3.0,uncommon,vow,Creature — Vampire Cleric,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/3/533673f3-5e18-4630-bd71-001774d698a8.jpg?1635892523
Markov Retribution,{2}{R},3.0,uncommon,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/8/48d3840c-db27-4512-bfe3-92249094e5b4.jpg?1643591797
Markov Waltzer,{2}{R}{W},4.0,uncommon,vow,Creature — Vampire,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/d/bd545edd-699a-4ee9-8d8e-1e875cf4f2af.jpg?1636144125
Massive Might,{G},1.0,common,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/a/3a5cd50b-4825-4d85-b0f9-e2a51d2a7df1.jpg?1643593031
Militia Rallier,{2}{W},3.0,common,vow,Creature — Human Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/1/51b3ff40-3185-4369-985e-17613bb6ad22.jpg?1643586636
Mindleech Ghoul,{1}{B},2.0,common,vow,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/5/f5c4e00d-128a-4ddb-9e1b-3ee93121b262.jpg?1643590030
Mirrorhall Mimic,{3}{U},4.0,rare,vow,Creature — Spirit // Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/2/823ad188-bd56-476d-9853-bed90bfad582.jpg?1643588179
Mischievous Catgeist,{1}{U},2.0,uncommon,vow,Creature — Cat Spirit // Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/3/a3ff628a-ef8e-45c4-84e7-a33ec28f025a.jpg?1643588230
Moldgraf Millipede,{4}{G},5.0,common,vow,Creature — Insect Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/2/5252ea27-63d1-4b80-beae-8e016373d004.jpg?1643593061
Mountain,,0.0,common,vow,Basic Land — Mountain,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/1/117716bf-43c8-4534-92da-d7948d4b5628.jpg?1642482056
Mulch,{1}{G},2.0,common,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/5/950dd57e-b2e1-4a27-a212-86fbfdbf914d.jpg?1643593087
Nature's Embrace,{2}{G},3.0,common,vow,Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/9/39d757af-86fd-4f99-a09a-0f3898ed95f6.jpg?1643593110
Nebelgast Beguiler,{4}{W},5.0,common,vow,Creature — Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/4/04c68dbd-e61b-49a7-aa17-da6b26c9fd29.jpg?1643586670
Necroduality,{3}{U},4.0,mythic,vow,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/0/400ca655-68ed-4714-96e9-55df00a325b3.jpg?1635786959
Nurturing Presence,{1}{W},2.0,common,vow,Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/5/35e109ea-8b86-4432-b15e-5a6201caf2aa.jpg?1643586697
Oakshade Stalker,{2}{G},3.0,uncommon,vow,Creature — Human Ranger Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/b/8bcaa944-4e45-457c-be9c-07377b6ed08b.jpg?1643593159
"Odric, Blood-Cursed",{1}{R}{W},3.0,rare,vow,Legendary Creature — Vampire Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/e/7e8335a9-2880-4e12-8d93-b75a297272dc.jpg?1636042344
Old Rutstein,{1}{B}{G},3.0,rare,vow,Legendary Creature — Human Peasant,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/2/625b8023-2ef1-4b7b-9e48-4f774fee14e0.jpg?1643594276
Olivia's Attendants,{4}{R}{R},6.0,rare,vow,Creature — Vampire,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/5/25b68fbf-7fc7-4fd5-9bdf-f3ef846d4c22.jpg?1636111157
"Olivia, Crimson Bride",{4}{B}{R},6.0,mythic,vow,Legendary Creature — Vampire Noble,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/d/0d5552d3-6860-42e5-8a13-1d36dce77322.jpg?1636069565
Ollenbock Escort,{W},1.0,uncommon,vow,Creature — Human Cleric,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/7/f7a659bf-9d85-4011-980e-c3a8dc4513e9.jpg?1643586729
Overcharged Amalgam,{2}{U}{U},4.0,rare,vow,Creature — Zombie Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/f/5f8d93bf-8836-469e-a28c-39633959a212.jpg?1635453901
Packsong Pup,{1}{G},2.0,uncommon,vow,Creature — Wolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/4/d43d9686-a5e4-413b-8a34-3430788dd1b9.jpg?1643593187
Panicked Bystander,{1}{W},2.0,uncommon,vow,Creature — Human Peasant // Creature — Human Rogue,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/3/031c5cff-e579-432a-bcee-864b12eb0558.jpg?1643586785
Parasitic Grasp,{1}{B},2.0,uncommon,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/7/0713adf7-1770-4d5b-80f7-d6cbd24f7890.jpg?1643590056
Parish-Blade Trainee,{1}{W},2.0,common,vow,Creature — Human Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/8/9845cdf2-e5ba-44a0-8136-72a1eb03a6a1.jpg?1643586810
Patchwork Crawler,{1}{U},2.0,rare,vow,Creature — Zombie Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/a/4a5afa6a-c1e2-4cb1-a04c-67c9cf605c20.jpg?1635795338
Path of Peril,{1}{B}{B},3.0,rare,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/6/061be997-1519-41b6-9933-eb625db88eb2.jpg?1635531909
Persistent Specimen,{B},1.0,common,vow,Creature — Skeleton,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/7/f7baf973-3202-4fea-8861-a4a5ec228640.jpg?1643590113
Piercing Light,{W},1.0,common,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/4/54cc4e2b-1497-4788-afb4-9e42b7683b5a.jpg?1643586842
Plains,,0.0,common,vow,Basic Land — Plains,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/0/20ddb0be-d62d-46fa-b753-36dfab935e8a.jpg?1643595338
Pointed Discussion,{2}{B},3.0,common,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/7/076deb63-f7e2-498f-a66a-8a190370a3b3.jpg?1643590144
Pyre Spawn,{4}{R}{R},6.0,common,vow,Creature — Elemental,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/0/80255777-de00-4ffa-a8a0-f522bf4198fb.jpg?1643591848
Radiant Grace,{W},1.0,uncommon,vow,Enchantment — Aura // Enchantment — Aura Curse,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/a/4a708243-42a1-4fa7-8b0b-9d5163da84bb.jpg?1643586915
Ragged Recluse,{1}{B},2.0,common,vow,Creature — Human Peasant // Creature — Human Warlock,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/f/7fb728de-0d6e-4b32-b0c4-edd7382d1391.jpg?1643590202
Reckless Impulse,{1}{R},2.0,common,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/9/6943c07f-ab0d-4f5a-bbe9-c0a83dc98546.jpg?1643591880
Reclusive Taxidermist,{1}{G},2.0,uncommon,vow,Creature — Human Druid,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/0/10edf37a-ee35-491d-b83a-39035f7df65a.jpg?1643593213
Rending Flame,{2}{R},3.0,uncommon,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/1/51332c31-41df-4379-aa63-6a734a4df618.jpg?1643591905
Repository Skaab,{3}{U},4.0,common,vow,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/c/7cc22c2a-535a-46b5-817c-da5850abd669.jpg?1643588423
Resistance Squad,{2}{W},3.0,uncommon,vow,Creature — Human Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/9/093ae747-350f-4253-b903-8c6892d78c83.jpg?1643586942
Restless Bloodseeker,{1}{B},2.0,uncommon,vow,Creature — Vampire // Creature — Vampire,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/1/71f67ac0-7901-4248-9cb7-2200fb8f893e.jpg?1643590259
Retrieve,{2}{G},3.0,uncommon,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/e/9e997f78-22a2-4b66-ac10-1adc9a72ce3b.jpg?1643593239
Rot-Tide Gargantua,{3}{B}{B},5.0,common,vow,Creature — Zombie Kraken,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/e/1eafefd0-3a9e-400e-8c75-0825aeb2ded1.jpg?1643590284
Runebound Wolf,{1}{R},2.0,uncommon,vow,Creature — Wolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/f/6f9615f0-376f-4ac0-b269-5f497f2b5223.jpg?1643591929
Runo Stromkirk,{1}{U}{B},3.0,rare,vow,Legendary Creature — Vampire Cleric // Legendary Creature — Kraken Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/2/12c50b51-776c-472b-bda3-f7b82eebe2f4.jpg?1636757342
Rural Recruit,{3}{G},4.0,common,vow,Creature — Human Peasant,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/b/1bf35971-f1c4-4ccb-af5c-fd396391bb4b.jpg?1643593282
Sanctify,{1}{W},2.0,common,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/8/880e071a-6d6c-41c4-b2eb-c9e6626d0c7f.jpg?1643586971
Sanguine Statuette,{1}{R},2.0,uncommon,vow,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/0/706fafd4-443f-4e16-972e-86c16f22670a.jpg?1643591950
Savior of Ollenbock,{1}{W}{W},3.0,mythic,vow,Creature — Human Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/5/15a2d232-484c-4ec2-814b-e1018277a1ff.jpg?1636069391
Sawblade Slinger,{3}{G},4.0,uncommon,vow,Creature — Human Archer,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/2/225773f9-1843-4ee0-8564-8e4a5dfef775.jpg?1643593324
Scattered Thoughts,{3}{U},4.0,common,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/c/dc5c6675-6e0f-427d-9399-a6e7fc6215f1.jpg?1643588449
Screaming Swarm,{5}{U},6.0,uncommon,vow,Creature — Bird Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/c/3c9faf98-11bb-4407-aec9-d0d43dbaba34.jpg?1643588480
Selhoff Entomber,{1}{U},2.0,common,vow,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/8/f8805db2-5a26-43cf-9b74-f882c283e5e4.jpg?1643588510
Serpentine Ambush,{1}{U},2.0,common,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/8/b8214b1c-29f8-4986-89ac-2d7fc929edf3.jpg?1643588544
Shattered Sanctum,,0.0,rare,vow,Land,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/8/9885da74-30bd-461d-98ca-0dc72d817dbd.jpg?1643597474
Sheltering Boughs,{2}{G},3.0,common,vow,Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/1/915dd4c2-0e9f-440c-8e4c-80db351a5eba.jpg?1643593347
Sigarda's Imprisonment,{2}{W},3.0,common,vow,Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/1/118995a6-8471-47ac-9404-700ce7fc46f6.jpg?1643587023
Sigarda's Summons,{4}{W}{W},6.0,rare,vow,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/6/06242f90-5709-482c-8d45-a60a4dc9e8bc.jpg?1636021491
Sigardian Paladin,{2}{G}{W},4.0,uncommon,vow,Creature — Human Knight,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/4/34228fdd-e466-488e-84b2-4c595e758688.jpg?1643594377
Skulking Killer,{3}{B},4.0,uncommon,vow,Creature — Vampire Assassin,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/9/497b94b9-c5d7-4e94-87c2-ca1342588d79.jpg?1643590322
Skull Skaab,{U}{B},2.0,uncommon,vow,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/6/268fd7e7-0105-4c39-a3ea-77ed32214ff3.jpg?1643594403
Skywarp Skaab,{3}{U}{U},5.0,common,vow,Creature — Zombie Drake,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/3/73168804-3c22-4fcb-907a-2f08999c0cea.jpg?1643588568
Snarling Wolf,{G},1.0,common,vow,Creature — Wolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/c/ecd271d7-a3c8-4448-b8e2-bcef5d7e9118.jpg?1643593369
Sorin the Mirthless,{2}{B}{B},4.0,mythic,vow,Legendary Planeswalker — Sorin,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/1/112394a6-7819-43b4-adad-f6900aff2936.jpg?1643597114
Soulcipher Board,{1}{U},2.0,uncommon,vow,Artifact // Creature — Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/c/3c0fae23-1278-499f-9df7-4a29691726b1.jpg?1643588628
Spiked Ripsaw,{2}{G},3.0,uncommon,vow,Artifact — Equipment,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/4/241e95ec-b630-4492-be1d-f66aa19889e5.jpg?1643593394
Splendid Reclamation,{3}{G},4.0,rare,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/b/0bbfdaf0-6507-4c46-afe1-b4281a645cbf.jpg?1636143926
Spore Crawler,{2}{G},3.0,common,vow,Creature — Fungus,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/2/628dbc4c-3640-44a9-8439-873103989409.jpg?1643593445
Sporeback Wolf,{1}{G},2.0,common,vow,Creature — Wolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/f/3fb04879-9348-4d4f-9a23-c82fd99d04c6.jpg?1643593471
Steelclad Spirit,{1}{U},2.0,common,vow,Creature — Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/5/55fb1426-5a6f-48dd-938b-c64b1a28ee59.jpg?1643588656
Stensia Uprising,{2}{R}{R},4.0,rare,vow,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/3/832a58cd-804d-4c1a-b24e-478357873b93.jpg?1635794321
Stitched Assistant,{2}{U},3.0,common,vow,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/1/c1debb8c-d5e0-49e5-ab27-2d50e6f9d8d2.jpg?1643588685
Stormcarved Coast,,0.0,rare,vow,Land,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/9/299f1dee-b3d7-472b-aa0b-2f9b46a96da5.jpg?1643594975
Stormchaser Drake,{1}{U},2.0,uncommon,vow,Creature — Drake,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/d/3dd5c860-9d27-40d9-af38-aaf40bd52423.jpg?1643588717
Sundown Pass,,0.0,rare,vow,Land,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/f/5f1e7d34-f250-4a61-a95b-75450d134eec.jpg?1643597525
Supernatural Rescue,{3}{W},4.0,common,vow,Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/6/960ca69c-916d-4af3-82a4-5f6fb614d6a4.jpg?1643587073
Sure Strike,{1}{R},2.0,common,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/d/1d872736-fafb-44e8-a809-48c5436c665a.jpg?1643592006
Swamp,,0.0,common,vow,Basic Land — Swamp,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/e/2e55a405-bf5b-4158-ba9a-239627ac9701.jpg?1643595205
Syncopate,{X}{U},1.0,common,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/8/08375017-4432-4296-9799-966db145ed7c.jpg?1643588741
Syphon Essence,{2}{U},3.0,common,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/3/435a2d31-ac2c-45aa-8369-6c2d6fbba4e4.jpg?1643588767
"Thalia, Guardian of Thraben",{1}{W},2.0,rare,vow,Legendary Creature — Human Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/8/1830002a-b512-4e51-b3fa-0137d2b4c749.jpg?1636069400
Thirst for Discovery,{2}{U},3.0,uncommon,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/e/1ea179e9-9c0d-46c1-9ee8-60be68e1f79c.jpg?1643588791
"Torens, Fist of the Angels",{1}{G}{W},3.0,rare,vow,Legendary Creature — Human Cleric,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/6/162a3448-34fd-4de6-a6b4-f6d636eead8c.jpg?1636069715
Toxic Scorpion,{1}{G},2.0,common,vow,Creature — Scorpion,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/c/4cfca481-cf2d-435d-b4b6-07b1fe2a8e5d.jpg?1643593500
"Toxrill, the Corrosive",{5}{B}{B},7.0,mythic,vow,Legendary Creature — Slug Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/8/78808d46-a3a7-4598-bddf-a302977808fb.jpg?1636019429
Traveling Minister,{W},1.0,common,vow,Creature — Human Cleric,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/6/e672a05c-5f1a-4aa6-9398-e33df01c7c96.jpg?1643587131
Twinblade Geist,{1}{W},2.0,uncommon,vow,Creature — Spirit Warrior // Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/1/f1deb24b-3d8f-4251-a901-85eeb891f26f.jpg?1643587192
Ulvenwald Oddity,{2}{G}{G},4.0,rare,vow,Creature — Beast // Creature — Beast Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/f/5fdf5fc4-69c8-4a59-9095-c2feefb64371.jpg?1643593558
Undead Butler,{1}{B},2.0,uncommon,vow,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/c/2c9b8582-8887-4652-82e2-f9b11ee21545.jpg?1643590414
Undying Malice,{B},1.0,common,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/e/8eb38041-043a-4b18-9d9a-f1283684e8f1.jpg?1643590441
Unhallowed Phalanx,{4}{B},5.0,common,vow,Creature — Zombie Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/5/d5ec541b-1799-4c0e-a3fb-c008cf2eb911.jpg?1643590499
Unholy Officiant,{W},1.0,common,vow,Creature — Vampire Cleric,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/2/722b6cc7-16f2-43cd-bac6-42f5e7962d99.jpg?1636069886
Valorous Stance,{1}{W},2.0,uncommon,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/e/0e6b9a3b-8a19-4094-8dbb-08a0a9ca04a0.jpg?1643587276
Vampire Slayer,{1}{W},2.0,common,vow,Creature — Human Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/8/a8f6f03b-5a4e-4532-9c9e-24c75df2769f.jpg?1643587306
Vampire's Kiss,{1}{B},2.0,common,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/7/974bf8cc-4259-48cc-8e7f-1580bb010d3f.jpg?1643590522
Vampires' Vengeance,{2}{R},3.0,uncommon,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/0/20d2d886-13a2-44f1-966a-ec674622fd01.jpg?1643592028
Vilespawn Spider,{G}{U},2.0,uncommon,vow,Creature — Spider,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/a/6ad9ae64-6526-4747-9b0c-77d113f58c33.jpg?1643594495
Voice of the Blessed,{W}{W},2.0,rare,vow,Creature — Spirit Cleric,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/1/a16c0871-3f40-4d5a-9d21-e7f944b64a65.jpg?1643587335
Volatile Arsonist,{3}{R}{R},5.0,mythic,vow,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/2/52d94eb6-d96c-4b88-9450-b1ee472795fa.jpg?1636757612
Voldaren Bloodcaster,{1}{B},2.0,rare,vow,Creature — Vampire Wizard // Creature — Vampire Wizard,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/9/0954ed3d-a5d8-4330-b07c-bf3e51192e4b.jpg?1636757664
Voldaren Epicure,{R},1.0,common,vow,Creature — Vampire,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/e/ae154e64-f626-45fb-bd52-840c1c27b2d3.jpg?1643592109
Voldaren Estate,,0.0,rare,vow,Land,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/5/2577e5fd-903a-44ce-989a-d53d56511ad3.jpg?1643595032
Voltaic Visionary,{1}{R},2.0,uncommon,vow,Creature — Human Wizard // Creature — Human Berserker,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/8/a8b85386-462b-46f8-9412-fd47ed1dc1da.jpg?1643592154
Wandering Mind,{1}{U}{R},3.0,uncommon,vow,Creature — Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/b/4b9a1096-6313-4245-be18-1588c219b842.jpg?1643594554
Wanderlight Spirit,{2}{U},3.0,common,vow,Creature — Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/b/7bb3ce5d-330d-427e-a053-8cc4eeb2941b.jpg?1643588819
Wash Away,{U},1.0,uncommon,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/3/43411ade-be80-4535-8baa-7055e78496df.jpg?1643588844
Weary Prisoner,{3}{R},4.0,common,vow,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/6/e641467b-ac2e-4d29-aed7-5cc227c3b1ce.jpg?1643592202
Weaver of Blossoms,{2}{G},3.0,common,vow,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/3/73bf2a0a-b97d-4b90-abd6-d1755734ea15.jpg?1643593617
Wedding Announcement,{2}{W},3.0,rare,vow,Enchantment // Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/c/2c3ddb1f-a1de-4fea-9042-5e9caa16ceb2.jpg?1643587382
Wedding Invitation,{2},2.0,common,vow,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/d/ddc22ff6-4081-47ce-bc8a-e063f5f4d044.jpg?1643594836
Wedding Security,{3}{B}{B},5.0,uncommon,vow,Creature — Vampire Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/d/1ddfdd10-2a99-4376-abee-f868b0d5e7c1.jpg?1643590577
Welcoming Vampire,{2}{W},3.0,rare,vow,Creature — Vampire,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/8/d8f69cea-823c-482b-a605-8138b3d950e6.jpg?1643587406
Whispering Wizard,{3}{U},4.0,uncommon,vow,Creature — Human Wizard,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/4/54fb422d-71f2-44ed-9589-32630ab87050.jpg?1643588890
Winged Portent,{1}{U}{U},3.0,rare,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/4/3494a4fc-37e5-4095-a3bb-5cd9280f4c77.jpg?1643588915
Witch's Web,{1}{G},2.0,common,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/d/0d021207-76be-4bc9-bb71-df991a04d8d8.jpg?1643593642
