Name,Mana Cost,Mana Value,Rarity,Set Code,Type,Image URL
"Jerren, Corrupted Bishop",{2}{B},3.0,mythic,mid,Legendary Creature — Human Cleric // Legendary Creature — Demon,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/f/0f6e668d-2502-4e82-b4c2-ef34c9afa27e.jpg?1636207815
Join the Dance,{G}{W},2.0,uncommon,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/6/56b30a99-601b-40b9-b012-30fa4be5fd3c.jpg?1636684458
"Katilda, Dawnhart Prime",{G}{W},2.0,rare,mid,Legendary Creature — Human Warlock,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/e/3ef98a2c-4b48-45e3-bbcb-9fd338f5a05a.jpg?1636510872
Kessig Naturalist,{R}{G},2.0,uncommon,mid,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/e/3ee3f0ed-e4ea-483e-bacc-d58bcf9e07b5.jpg?1636510898
Lambholt Harrier,{1}{R},2.0,common,mid,Creature — Wolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/2/e2a732ca-cd68-465f-8e44-783e1fe34e44.jpg?1636223126
Larder Zombie,{U},1.0,common,mid,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/7/a7c0dcac-f3d4-4d6e-9c6e-9295bb1cd47f.jpg?1634348960
"Lier, Disciple of the Drowned",{3}{U}{U},5.0,mythic,mid,Legendary Creature — Human Wizard,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/8/78fb8900-d28d-4e33-96a7-66fcbc117adf.jpg?1634348984
"Liesa, Forgotten Archangel",{2}{W}{W}{B},5.0,rare,mid,Legendary Creature — Angel,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/3/532fca6b-f788-43f8-b29f-7273e7a48449.jpg?1636684609
Light Up the Night,{X}{R},1.0,rare,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/f/0f655087-4af9-46d3-a11e-830ac15ce08c.jpg?1641169763
Locked in the Cemetery,{1}{U},2.0,common,mid,Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/8/68593c6d-8d1b-4c36-84a1-f1144669825e.jpg?1634349012
Lord of the Forsaken,{4}{B}{B},6.0,mythic,mid,Creature — Demon,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/2/82bfb784-03e9-408f-b7f5-18c1dab4f12f.jpg?1641079889
Loyal Gryff,{2}{W},3.0,uncommon,mid,Creature — Hippogriff,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/4/b4d41ac4-3273-4722-aaa6-ceeba66cf591.jpg?1634348302
"Ludevic, Necrogenius",{U}{B},2.0,rare,mid,Legendary Creature — Human Wizard // Legendary Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/8/38f63648-ef60-43b1-be2a-638185ef266d.jpg?1640879999
Lunar Frenzy,{X}{R},1.0,uncommon,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/5/b5fb18c4-1386-4ea0-97c1-4bdd1e7eb5a6.jpg?1636223174
Lunarch Veteran,{W},1.0,common,mid,Creature — Human Cleric // Creature — Spirit Cleric,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/2/d2704743-2e23-40b9-a367-c73d2db45afc.jpg?1634347175
Malevolent Hermit,{1}{U},2.0,rare,mid,Creature — Human Wizard // Creature — Spirit Wizard,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/d/7d0d1d48-559f-48f9-b486-50fc81533443.jpg?1641069817
Mask of Griselbrand,{1}{B}{B},3.0,rare,mid,Legendary Artifact — Equipment,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/4/1490037d-bd86-449d-baf4-cbedcdae3922.jpg?1641079917
Memory Deluge,{2}{U}{U},4.0,rare,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/b/cb2d6292-d444-48a0-9dca-207ebcdbd4f5.jpg?1641069886
Might of the Old Ways,{1}{G},2.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/a/6a853679-e9dd-4c05-8688-248de8f12760.jpg?1636224469
Moonrager's Slash,{2}{R},3.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/b/eb4f266b-c41c-4047-ae6f-b2226c7459e8.jpg?1636223196
Moonsilver Key,{2},2.0,uncommon,mid,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/7/87778e37-af92-402e-b037-5fbd6112b682.jpg?1637114586
Moonveil Regent,{3}{R},4.0,mythic,mid,Creature — Dragon,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/e/3eff73df-e69a-4abf-900e-85b95106a17e.jpg?1641169787
Morbid Opportunist,{2}{B},3.0,uncommon,mid,Creature — Human Rogue,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/a/5a53982e-3d66-4808-bcb5-46ff40567872.jpg?1634350039
Morkrut Behemoth,{4}{B},5.0,common,mid,Creature — Zombie Giant,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/1/318fe8a2-a68a-4c7e-9581-ae6800826164.jpg?1634350061
Mountain,,0.0,common,mid,Basic Land — Mountain,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/b/3ba24a61-e529-4490-8536-6276ea77c511.jpg?1637115137
Mounted Dreadknight,{4}{R},5.0,common,mid,Creature — Vampire Knight,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/1/d1814fc8-011f-4cd4-825b-f00ae6ec0fe0.jpg?1636223254
Mourning Patrol,{2}{W},3.0,common,mid,Creature — Human Soldier // Creature — Spirit Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/d/2d3687e2-09e0-4753-aa02-88a19bde3330.jpg?1634347239
Mysterious Tome,{2}{U},3.0,uncommon,mid,Artifact // Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/a/caa57b63-bb11-45e8-8795-de92ca61f4f1.jpg?1634347488
Mystic Skull,{2},2.0,uncommon,mid,Artifact // Artifact Creature — Construct,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/1/115a9a44-131d-45f3-852a-40fd18e4afb6.jpg?1637114632
Nebelgast Intruder,{2}{U},3.0,uncommon,mid,Creature — Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/c/6c801346-0052-4f4b-a497-1567a34679fb.jpg?1634349062
Necrosynthesis,{1}{B},2.0,uncommon,mid,Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/7/b75b89f1-e032-4d8c-b2b6-1b76e8644801.jpg?1634350085
Neonate's Rush,{2}{R},3.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/e/dee17e12-e08f-4449-9f49-05f20e0d1670.jpg?1636223275
No Way Out,{2}{B},3.0,common,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/9/d9ef6a68-60a4-4a20-8b57-8b7a7c5ed0c6.jpg?1634350113
Novice Occultist,{1}{B},2.0,common,mid,Creature — Human Wizard,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/5/a541ac79-a969-42b4-b989-f6e37572ec90.jpg?1634350136
Obsessive Astronomer,{1}{R},2.0,uncommon,mid,Creature — Human Wizard,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/f/4f6e0cb6-283b-448e-89c6-8b6e8e21e38b.jpg?1636223311
Odric's Outrider,{3}{W},4.0,uncommon,mid,Creature — Human Knight,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/0/9016f837-cc19-43f1-adb9-96bdd3195407.jpg?1634348336
Old Stickfingers,{X}{B}{G},2.0,rare,mid,Legendary Creature — Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/2/b203be6f-c565-4d8f-b200-b537569a0292.jpg?1636684695
Olivia's Midnight Ambush,{1}{B},2.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/c/9c1adede-22ad-4c1c-9501-ad731fbe1742.jpg?1634350180
Ominous Roost,{2}{U},3.0,uncommon,mid,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/a/daf2b49a-56f9-4093-960f-9ec7af8983b5.jpg?1634349086
Organ Hoarder,{3}{U},4.0,common,mid,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/7/9716d384-88d1-415e-882f-7fed9be1adc6.jpg?1634349110
Otherworldly Gaze,{U},1.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/c/9cebee20-869e-45ed-9ddc-843faf4032ad.jpg?1634349134
Outland Liberator,{1}{G},2.0,uncommon,mid,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/0/60e53d61-fcc3-4def-8206-052b46f62deb.jpg?1636224528
Overgrown Farmland,,0.0,rare,mid,Land,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/4/84a76e0f-49fc-4087-8859-98f4a4deacdf.jpg?1637114907
Overwhelmed Archivist,{2}{U},3.0,uncommon,mid,Creature — Human Wizard // Creature — Spirit Wizard,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/3/832288fd-8031-4c2b-ad3e-b1ec9f94d379.jpg?1634347543
Pack's Betrayal,{2}{R},3.0,common,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/e/7ebadb1e-32cd-41d6-b26e-49134973d05c.jpg?1636223337
Path to the Festival,{2}{G},3.0,common,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/5/153f545d-bdbf-42c7-837a-a7076bbe5027.jpg?1636224556
Patrician Geist,{2}{U},3.0,rare,mid,Creature — Spirit Knight,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/b/2b0eb016-8842-4ff2-a202-f32213b06e18.jpg?1641069918
Pestilent Wolf,{1}{G},2.0,common,mid,Creature — Wolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/2/e2686431-8d9c-4b9c-998f-38b5ae113d4a.jpg?1636224583
Phantom Carriage,{4}{U}{U},6.0,uncommon,mid,Creature — Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/9/1990ed41-3739-40f6-8797-359f88af05f9.jpg?1634349183
Pithing Needle,{1},1.0,rare,mid,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/4/241616ef-5698-491c-995d-1ff2ca0d455f.jpg?1641241922
Plains,,0.0,common,mid,Basic Land — Plains,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/6/46b94de4-099e-43d7-8f24-d5450b09f1f1.jpg?1637115240
Play with Fire,{R},1.0,uncommon,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/2/42901bec-a8d0-46a3-a710-bfb7bd87f155.jpg?1640721639
Plummet,{1}{G},2.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/4/5469e696-bbf1-43e3-9c25-fe089b36caed.jpg?1636224615
Poppet Stitcher,{2}{U},3.0,mythic,mid,Creature — Human Wizard // Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/6/46dbfdcb-ac63-450b-b57b-2b0a63105096.jpg?1641069948
Primal Adversary,{2}{G},3.0,mythic,mid,Creature — Wolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/e/5e39fdb5-a4cd-49fb-843f-30136ce54b34.jpg?1641172250
Purifying Dragon,{3}{R}{R},5.0,uncommon,mid,Creature — Dragon,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/9/f9db384e-9555-4ccc-a305-ee448252e685.jpg?1636223382
Raze the Effigy,{R},1.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/0/e0dd378c-5050-48c9-9a16-6d91afa62d21.jpg?1636223415
Reckless Stormseeker,{2}{R},3.0,rare,mid,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/3/a33af331-0746-4adf-935a-bf61ff9d8d4b.jpg?1636223477
"Rem Karolus, Stalwart Slayer",{1}{R}{W},3.0,rare,mid,Legendary Creature — Human Knight,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/3/b31e307a-9689-4e11-8c5f-96b7a4b50bed.jpg?1636684729
Return to Nature,{1}{G},2.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/e/6e25c252-4177-4193-914c-b6933d9c0d7d.jpg?1636224670
Revenge of the Drowned,{3}{U},4.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/3/93be7d72-927a-40ce-8de4-04a3f21c134b.jpg?1634349205
Rise of the Ants,{4}{G}{G},6.0,uncommon,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/1/3143fadd-0162-4e0c-89fc-89dc3501d13c.jpg?1636224693
Rite of Harmony,{G}{W},2.0,rare,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/7/c73ae388-c917-4917-9401-6852a384d274.jpg?1641241753
Rite of Oblivion,{W}{B},2.0,uncommon,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/e/fe1f8d52-565e-4900-8357-fd29f2022dc1.jpg?1636684799
Ritual Guardian,{2}{W},3.0,common,mid,Creature — Human Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/0/f077f07e-4660-4483-b6ea-16cca0956892.jpg?1634348360
Ritual of Hope,{1}{W},2.0,uncommon,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/8/d8293903-4604-4516-866e-27a306b6fd7c.jpg?1634348383
Rockfall Vale,,0.0,rare,mid,Land,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/b/3bfcc5d4-babd-4b66-95fa-c5ec6c49e93a.jpg?1634435119
Rootcoil Creeper,{G}{U},2.0,uncommon,mid,Creature — Plant Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/7/3743cf9c-226f-43a3-b385-375a25414792.jpg?1636684840
Rotten Reunion,{B},1.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/7/97398ad2-675b-4a34-aab7-935dd6714f1c.jpg?1634350215
Sacred Fire,{R}{W},2.0,uncommon,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/0/c0b1dcd7-6dd9-4134-bc6c-9dc7754006a2.jpg?1636684880
"Saryth, the Viper's Fang",{2}{G}{G},4.0,rare,mid,Legendary Creature — Human Warlock,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/a/3a07fd28-0b65-4ff0-96c6-7e88fc89b0a5.jpg?1636499036
Search Party Captain,{3}{W},4.0,common,mid,Creature — Human Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/b/cb9006c1-2e6f-4bca-a1c4-3cf2a8b6e964.jpg?1634348412
Secrets of the Key,{U},1.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/b/9b022ba8-07b6-4993-99c8-89c6dcb19e60.jpg?1634349228
Seize the Storm,{4}{R},5.0,uncommon,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/3/532e079f-55b7-4b92-b489-aed4d3becae7.jpg?1636223516
Shadowbeast Sighting,{3}{G},4.0,common,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/b/1b12e978-4deb-4ccc-8ae6-462bc4598c90.jpg?1636224740
Shady Traveler,{2}{B},3.0,common,mid,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/5/55f0666a-5c3e-492b-b4ea-42fa7f24661b.jpg?1634348047
Shipwreck Marsh,,0.0,rare,mid,Land,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/7/07ad2562-fc26-40a1-9e6c-21f4f88dc2d8.jpg?1634435144
Shipwreck Sifters,{1}{U},2.0,common,mid,Creature — Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/f/8f295833-a83e-4b18-8007-c7f5d78e5624.jpg?1634349252
Siege Zombie,{1}{B},2.0,common,mid,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/9/d94b5270-840b-4905-815a-057029d7352f.jpg?1634350240
Sigarda's Splendor,{2}{W}{W},4.0,rare,mid,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/6/56271daf-f5d1-4256-852a-5b746c83e666.jpg?1640980011
"Sigarda, Champion of Light",{1}{G}{W}{W},4.0,mythic,mid,Legendary Creature — Angel,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/c/5c6cf357-c231-4512-aa9a-ab4a60007136.jpg?1636684917
Sigardian Savior,{3}{W}{W},5.0,mythic,mid,Creature — Angel,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/a/1ab1b95e-7f1a-4918-85f6-41df3f7d3cce.jpg?1640980035
Silver Bolt,{1},1.0,common,mid,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/b/eb2c05a8-db56-4397-9b6c-5accb2d3f81f.jpg?1637114684
Siphon Insight,{U}{B},2.0,rare,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/9/c94d7713-5c26-4e65-9f0e-3b4f46efcdc4.jpg?1641241800
Skaab Wrangler,{1}{U},2.0,uncommon,mid,Creature — Human Wizard,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/7/9771d9e8-97d5-44af-8612-dc5c44d65ceb.jpg?1634349275
Slaughter Specialist,{1}{B},2.0,rare,mid,Creature — Vampire Warrior,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/e/8ea62ec7-46cc-4023-8ddf-709dcde0896a.jpg?1641079979
"Slogurk, the Overslime",{1}{G}{U},3.0,rare,mid,Legendary Creature — Ooze,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/2/b27a03a8-df78-43fb-a811-478be5983e91.jpg?1640880133
Sludge Monster,{3}{U}{U},5.0,rare,mid,Creature — Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/7/57fa9aa8-86d2-4f1e-ac65-ace7e73a853c.jpg?1634349299
Smoldering Egg,{1}{R},2.0,rare,mid,Creature — Dragon Egg // Creature — Dragon,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/1/41b6381f-4ff8-49e9-bf00-cfe32851318b.jpg?1636223567
Snarling Wolf,{G},1.0,common,mid,Creature — Wolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/b/4b614b21-69ed-4788-97d7-ad502b634abb.jpg?1636224766
Soul-Guide Gryff,{4}{W},5.0,common,mid,Creature — Hippogriff Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/e/be1031bb-af9f-4446-8b36-b0bb9aa5997a.jpg?1634348488
Spectral Adversary,{1}{U},2.0,mythic,mid,Creature — Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/c/7c67fe04-814f-4051-bd13-7c8ee40a6c08.jpg?1634349324
Spellrune Painter,{2}{R},3.0,uncommon,mid,Creature — Human Shaman Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/d/1d4d2aac-84ed-434e-921e-b724e3854cf2.jpg?1636412806
Startle,{1}{U},2.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/5/35f68eb3-9b40-4967-a52e-f95aec6e3fbf.jpg?1634349347
Stolen Vitality,{1}{R},2.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/5/d50df2dd-8d14-4d92-ab4e-bf9f9f147e91.jpg?1636223640
Storm Skreelix,{3}{U}{R},5.0,uncommon,mid,Creature — Drake Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/c/6c49618f-2e9e-4674-9953-153ccc76cce2.jpg?1637114260
Storm the Festival,{3}{G}{G}{G},6.0,rare,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/8/28be27e6-66e6-4997-b8a0-f4d9c597e536.jpg?1641172280
Stormrider Spirit,{4}{U},5.0,common,mid,Creature — Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/1/81a95edb-9f5b-4e42-8b27-0b3d978dcefe.jpg?1634349372
Stromkirk Bloodthief,{2}{B},3.0,uncommon,mid,Creature — Vampire Rogue,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/a/fa819123-bf13-44ea-9a6e-06c8ab023e44.jpg?1634350285
Stuffed Bear,{2},2.0,common,mid,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/c/4cd40276-016b-475f-906f-74d31dceaf70.jpg?1637114713
Sungold Barrage,{2}{W},3.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/e/ee507688-9890-47c4-bb04-43c51eb48e22.jpg?1634348527
Sungold Sentinel,{1}{W},2.0,rare,mid,Creature — Human Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/b/2bdd31f9-2bdb-42f6-8436-d6dd4b546856.jpg?1640980061
Sunrise Cavalier,{1}{R}{W},3.0,uncommon,mid,Creature — Human Knight,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/d/3d0081b1-40fd-44ad-b154-efe2f27fed6b.jpg?1637114286
Sunset Revelry,{1}{W},2.0,uncommon,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/1/61b39ef1-29d4-4c8d-aece-a3f1ce008e2d.jpg?1634348577
Sunstreak Phoenix,{2}{R}{R},4.0,mythic,mid,Creature — Phoenix,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/d/0d375b7f-e4c3-48f0-b967-3ce50c2728c4.jpg?1641169862
Suspicious Stowaway,{1}{U},2.0,rare,mid,Creature — Human Rogue Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/8/783da534-738e-4507-821f-f30956045646.jpg?1636335828
Swamp,,0.0,common,mid,Basic Land — Swamp,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/f/2f4b9030-f04a-4f42-8dd8-2eae0ce7e420.jpg?1637115290
Tainted Adversary,{1}{B},2.0,mythic,mid,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/6/e6b9b8fc-c30d-49e7-bb6c-219380d73a82.jpg?1634350309
Tapping at the Window,{1}{G},2.0,common,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/a/ba75dc52-7ab2-43ec-afac-0a9bcf24cde9.jpg?1636224817
Tavern Ruffian,{3}{R},4.0,common,mid,Creature — Human Warrior Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/d/1d7b2d05-ce5c-4b73-8fa6-d9b69619d58c.jpg?1636682934
"Teferi, Who Slows the Sunset",{2}{W}{U},4.0,mythic,mid,Legendary Planeswalker — Teferi,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/d/ad2e18d4-986c-4a44-8f26-1b8689339cfb.jpg?1637114314
The Celestus,{3},3.0,rare,mid,Legendary Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/9/39226a07-d44e-41a6-b9f1-685ef505d015.jpg?1637114509
The Meathook Massacre,{X}{B}{B},2.0,mythic,mid,Legendary Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/8/08950015-eee5-4327-888c-82dfd13bb9ad.jpg?1634350016
Thermo-Alchemist,{1}{R},2.0,uncommon,mid,Creature — Human Shaman,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/4/b4c68bad-c7ee-4dbc-ad06-8c4d9446884e.jpg?1636223711
Thraben Exorcism,{1}{W},2.0,common,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/0/a0700298-30d2-45a6-bd64-4fd7fa4d7d30.jpg?1634348604
Timberland Guide,{1}{G},2.0,common,mid,Creature — Human Scout,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/b/6b215b6a-82e3-4ce8-b288-d7341761cad0.jpg?1636224841
Tireless Hauler,{4}{G},5.0,common,mid,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/e/3e96f9a6-c215-42b1-aa02-8e6143fe5bd7.jpg?1636224889
Tovolar's Huntmaster,{4}{G}{G},6.0,rare,mid,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/9/3983a304-5040-4b8d-945a-bf4ede3104a8.jpg?1636224948
"Tovolar, Dire Overlord",{1}{R}{G},3.0,rare,mid,Legendary Creature — Human Werewolf // Legendary Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/2/925dee92-9c8d-4eef-a326-2fdae72b4328.jpg?1636510953
Triskaidekaphile,{1}{U},2.0,rare,mid,Creature — Human Wizard,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/e/1ed68800-3fc6-4b0e-a624-8be3beeed92f.jpg?1641070072
Turn the Earth,{G},1.0,uncommon,mid,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/4/34076a93-9e8f-45d4-a1d7-31f40210a5b6.jpg?1636224971
Unblinking Observer,{1}{U},2.0,common,mid,Creature — Homunculus,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/1/8148063c-a509-43ac-a291-c9410c30c2f2.jpg?1634349416
Unnatural Growth,{1}{G}{G}{G}{G},5.0,rare,mid,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/1/61baa102-9bc0-4f97-89e1-cca4dbd823bd.jpg?1641172305
Unnatural Moonrise,{R}{G},2.0,uncommon,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/f/bfdd9df1-6a3b-4f03-8eca-00ed22c02566.jpg?1637114368
Unruly Mob,{1}{W},2.0,common,mid,Creature — Human,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/f/5f48622a-abf3-407f-921f-77c29d59ba8e.jpg?1634348625
"Vadrik, Astral Archmage",{1}{U}{R},3.0,rare,mid,Legendary Creature — Human Wizard,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/5/454666bb-f81d-4845-84aa-d6f8f80ce86a.jpg?1637114399
Vampire Interloper,{1}{B},2.0,common,mid,Creature — Vampire Scout,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/3/c3e2ea59-36f1-4e95-bfe8-7008b085194f.jpg?1634350330
Vampire Socialite,{B}{R},2.0,uncommon,mid,Creature — Vampire Noble,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/0/f07cbf04-2864-4407-800e-4d55c10d3426.jpg?1637114433
Vanquish the Horde,{6}{W}{W},8.0,rare,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/1/0153894b-ef77-4a0d-b93d-5b06fdcbd9f3.jpg?1640980095
Vengeful Strangler,{1}{B},2.0,uncommon,mid,Creature — Human Rogue // Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/4/d4054ae6-0227-4d99-8cb5-72e8b5d0b726.jpg?1634348001
Village Watch,{4}{R},5.0,uncommon,mid,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/b/1bf48d2b-eb68-4f47-a80a-4751a4fa20a7.jpg?1636223757
Vivisection,{3}{U},4.0,uncommon,mid,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/1/91be6a06-9c36-45a3-a591-183cb5c0f800.jpg?1634349452
Voldaren Ambusher,{2}{R},3.0,uncommon,mid,Creature — Vampire Archer,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/c/cceb4303-5d02-45f2-86f8-7e8deb774d58.jpg?1636223780
Voldaren Stinger,{R},1.0,common,mid,Creature — Vampire Warrior,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/2/f27a7c78-3a64-42fc-8808-15b1f41976a1.jpg?1636223805
