Name,Mana Cost,Mana Value,Rarity,Set Code,Type,Image URL
"Lolth, Spider Queen",{3}{B}{B},5.0,mythic,afr,Legendary Planeswalker — Lolth,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/2/420a5689-d73e-4dda-82fd-8b8897ff5b55.jpg?1628185302
Long Rest,{X}{G}{G}{G},3.0,rare,afr,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/6/0615e930-3b6b-4b2f-a09c-0730d491545c.jpg?1627707904
Loyal Warhound,{1}{W},2.0,rare,afr,Creature — Dog,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/c/bce58575-7607-49a4-a7c9-b23b715c3bf5.jpg?1632361065
Lurking Roper,{2}{G},3.0,uncommon,afr,Creature — Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/c/2cce25d7-3f22-48ce-9428-184e661696b9.jpg?1627707929
Magic Missile,{1}{R}{R},3.0,uncommon,afr,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/1/c13045ec-27e4-497a-bbc4-134cf46b7b89.jpg?1632189219
Manticore,{3}{B},4.0,common,afr,Creature — Manticore,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/b/3b3d9117-724a-4b67-be27-142b9c283788.jpg?1627705197
Meteor Swarm,{X}{R}{R}{R},3.0,rare,afr,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/b/7b2a44f5-1f19-4218-95fc-8765b058778b.jpg?1632415510
Mimic,{2},2.0,common,afr,Artifact — Treasure,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/d/9da96aab-cf84-4150-b9d0-a4b84fcf585f.jpg?1627709952
Mind Flayer,{3}{U}{U},5.0,rare,afr,Creature — Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/c/5cc1142e-ccf6-42bb-9d56-d74344ce8f97.jpg?1627782478
Minimus Containment,{2}{W},3.0,common,afr,Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/5/0556f0d9-50d2-4c67-8522-de366d96500a.jpg?1627702048
Minion of the Mighty,{R},1.0,rare,afr,Creature — Kobold,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/2/720e763a-ba7d-4e32-a5f1-87a457b12db2.jpg?1627711707
"Minsc, Beloved Ranger",{R}{G}{W},3.0,mythic,afr,Legendary Creature — Human Ranger,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/3/034f75c7-bb57-426a-8e3f-4b7f0110f02b.jpg?1627712556
Monk Class,{W}{U},2.0,rare,afr,Enchantment — Class,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/2/b2edd708-46ee-4963-b7e6-b631616d78fe.jpg?1627709117
Monk of the Open Hand,{W},1.0,uncommon,afr,Creature — Elf Monk,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/9/d934765f-f490-4e8d-843d-b2b559ee0418.jpg?1627702083
Moon-Blessed Cleric,{2}{W},3.0,uncommon,afr,Creature — Human Elf Cleric,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/b/2b7fea79-9600-41d2-84d2-34a61a08a0d4.jpg?1627702112
Mordenkainen,{4}{U}{U},6.0,mythic,afr,Legendary Planeswalker — Mordenkainen,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/f/2fa5e4c7-12fa-4ec4-bd4b-752e367306c7.jpg?1627703483
Mordenkainen's Polymorph,{1}{U},2.0,common,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/6/b6551442-d74c-4f16-a9de-0cfdc88208a5.jpg?1627703511
Mountain,,0.0,common,afr,Basic Land — Mountain,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/7/87d1c48f-1ca3-43ea-8109-964b29bb2d50.jpg?1627710890
"Nadaar, Selfless Paladin",{2}{W},3.0,rare,afr,Legendary Creature — Dragon Knight,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/7/878a0d8c-11c1-4c65-9051-78e036ac496f.jpg?1627702135
Neverwinter Dryad,{G},1.0,common,afr,Creature — Dryad,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/1/01234d4c-ff3d-40a8-8404-9790d3ee3620.jpg?1627712053
Ochre Jelly,{X}{G},1.0,rare,afr,Creature — Ooze,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/f/9f23cfb7-c6b6-4f04-abba-5b2a6117ea12.jpg?1627708063
Old Gnawbone,{5}{G}{G},7.0,mythic,afr,Legendary Creature — Dragon,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/6/16ead969-8ba4-4587-a68d-47730943605e.jpg?1627772949
Orb of Dragonkind,{1}{R},2.0,rare,afr,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/0/70a7c198-da05-434f-bbef-4b5e8f0597cd.jpg?1640249501
"Orcus, Prince of Undeath",{X}{2}{B}{R},4.0,rare,afr,Legendary Creature — Demon,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/b/0b8e32bc-33b4-447c-a99d-295d10ef2aeb.jpg?1632415689
Oswald Fiddlebender,{1}{W},2.0,rare,afr,Legendary Creature — Gnome Artificer,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/5/853c9db7-504e-4dfb-8067-abd2a36f6a1a.jpg?1627711245
Owlbear,{3}{G}{G},5.0,common,afr,Creature — Bird Bear,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/2/12b19309-a7f6-44da-b856-d12da11156e8.jpg?1627712120
Paladin Class,{W},1.0,rare,afr,Enchantment — Class,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/b/5bf81fb1-7992-4ae9-b1a8-80c31579a2bf.jpg?1627702202
Paladin's Shield,{1}{W},2.0,common,afr,Artifact — Equipment,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/e/2e13b103-202f-41d7-a855-a6807e5fb4b7.jpg?1627702246
Pixie Guide,{1}{U},2.0,common,afr,Creature — Faerie,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/c/5c2074a9-8b6f-4904-bb8c-ae705d31f2f1.jpg?1627711385
Plains,,0.0,common,afr,Basic Land — Plains,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/6/86626d69-78e0-42b9-81ed-fef46e3a89f7.jpg?1627710530
Planar Ally,{3}{W}{W},5.0,common,afr,Creature — Angel,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/9/a9e7457a-8ab4-4f3c-a2d8-2da4d81b7470.jpg?1627702279
Plate Armor,{2}{W},3.0,uncommon,afr,Artifact — Equipment,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/d/ad447e50-cfb1-40df-ae01-a65c46f2f572.jpg?1627702329
Plummet,{1}{G},2.0,common,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/b/4be85ceb-be98-43ce-9565-a72990797437.jpg?1627708161
Plundering Barbarian,{2}{R},3.0,common,afr,Creature — Dwarf Barbarian,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/8/d875881c-c285-47f1-8a37-e4a0239d47ec.jpg?1627706689
Portable Hole,{W},1.0,uncommon,afr,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/0/80fca8c0-ae3e-439e-b202-228b9f360e9a.jpg?1627702369
Potion of Healing,{1}{W},2.0,common,afr,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/5/d5edb608-c7d7-4fa9-b969-262c9789fc17.jpg?1627702404
Power Word Kill,{1}{B},2.0,uncommon,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/9/395b6ce4-143f-4eed-b565-98aa3d6208ef.jpg?1627705234
Power of Persuasion,{2}{U},3.0,uncommon,afr,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/d/8d84cb72-d0a0-4af0-aded-47e5fb7addef.jpg?1627703547
Precipitous Drop,{2}{B},3.0,common,afr,Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/2/7293f9b4-565a-4065-940b-543f76ebecae.jpg?1627705263
Price of Loyalty,{2}{R},3.0,common,afr,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/7/47634528-cc34-406a-8572-812a41d6a86a.jpg?1627706717
Priest of Ancient Lore,{2}{W},3.0,common,afr,Creature — Dwarf Cleric,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/1/b10caff0-701a-48d8-a943-f947482e795a.jpg?1627702440
Prosperous Innkeeper,{1}{G},2.0,uncommon,afr,Creature — Halfling Citizen,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/9/096d3c0c-98e2-4cfc-a6e1-fddb0359c63f.jpg?1627708190
Purple Worm,{5}{G}{G},7.0,uncommon,afr,Creature — Worm,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/d/5db4bad2-1e56-44f4-beef-59edafcc9d95.jpg?1627712162
Rally Maneuver,{2}{W},3.0,uncommon,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/2/926ce53e-8e30-4018-a9e7-7266791b5d27.jpg?1627702486
Ranger Class,{1}{G},2.0,rare,afr,Enchantment — Class,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/c/7ca392ca-3219-4694-9a74-aa079c76b91e.jpg?1627708261
Ranger's Hawk,{W},1.0,common,afr,Creature — Bird,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/d/9d7a7744-e49d-4b4e-b6ae-7fc6d2892cef.jpg?1627702523
Ranger's Longbow,{1}{G},2.0,common,afr,Artifact — Equipment,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/4/34c99b32-353c-4930-a6ee-3fb44cf70253.jpg?1627708288
Ray of Enfeeblement,{B},1.0,uncommon,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/f/ff5d948b-fd89-4b90-9b63-ad7da13b5f0e.jpg?1627705288
Ray of Frost,{1}{U},2.0,uncommon,afr,Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/e/7edd5058-a964-4288-937b-84df6e9ba7c4.jpg?1627703580
Reaper's Talisman,{B},1.0,uncommon,afr,Artifact — Equipment,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/3/93b68168-e77d-4745-9393-726ef9fb72ec.jpg?1627705317
Red Dragon,{4}{R}{R},6.0,uncommon,afr,Creature — Dragon,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/3/53ffffa9-c6ca-4752-bb56-3cedeadaabba.jpg?1627772859
Rimeshield Frost Giant,{3}{U}{U},5.0,common,afr,Creature — Giant Warrior,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/6/767b499e-3bdb-4809-b430-6e965bd100d4.jpg?1627703606
Rogue Class,{U}{B},2.0,rare,afr,Enchantment — Class,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/7/0727f65b-cfbe-47d5-87c6-239cf8d93ca6.jpg?1627709289
Rust Monster,{2}{R},3.0,uncommon,afr,Creature — Beast,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/a/6a7c6b2c-9ba0-4fc1-9922-0988acf2dfde.jpg?1627706779
Scaled Herbalist,{1}{G},2.0,common,afr,Creature — Lizard Druid,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/c/6cb05274-5a94-44e3-889a-667cba1da033.jpg?1627708315
Scion of Stygia,{2}{U},3.0,common,afr,Creature — Tiefling Shaman,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/f/8f0abdb4-4898-4818-b7e2-24a90f15e49d.jpg?1627703631
Secret Door,{U},1.0,common,afr,Artifact Creature — Wall,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/1/3191e400-aa4e-4955-aca0-ecbe63ea240f.jpg?1627703662
Sepulcher Ghoul,{1}{B},2.0,common,afr,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/b/5b302bc8-683f-4a26-ab86-87eaa19dce4d.jpg?1627705347
Shambling Ghast,{B},1.0,common,afr,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/9/d96198a7-dd19-4940-bf8f-23135011fc84.jpg?1627705376
"Shessra, Death's Whisper",{2}{B}{G},4.0,uncommon,afr,Legendary Creature — Human Elf Warlock,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/2/02a98a2d-a837-4911-b726-b2cee17cf450.jpg?1627712585
Shocking Grasp,{1}{U},2.0,common,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/b/ab95fe13-c09b-4eed-aeae-fb1c5b6eb476.jpg?1627703711
Shortcut Seeker,{3}{U},4.0,common,afr,Creature — Human Rogue,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/2/122d2635-c4f4-44cd-8f82-37e3016e421e.jpg?1627703755
Silver Raven,{U},1.0,common,afr,Artifact Creature — Bird,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/6/a671ec19-32f4-4fde-8ee0-1224471e79db.jpg?1627703794
Skeletal Swarming,{3}{B}{G},5.0,rare,afr,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/a/2a56df59-3e7b-40b5-a28c-10508bb7036f.jpg?1632415710
Skullport Merchant,{2}{B},3.0,uncommon,afr,Creature — Dwarf Citizen,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/b/2bbb8865-dc37-4d56-9a2d-a92f7462c338.jpg?1627705401
Sorcerer Class,{U}{R},2.0,rare,afr,Enchantment — Class,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/7/f754b385-a28d-48de-a91f-2b4f33cc47f7.jpg?1627709409
Soulknife Spy,{2}{U},3.0,common,afr,Creature — Elf Rogue,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/4/045c7c23-d418-42f0-b497-50c39e5321ad.jpg?1627703835
Spare Dagger,{1},1.0,common,afr,Artifact — Equipment,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/b/ab6b0291-00f8-45bf-9f3a-ee43739c2b77.jpg?1627709993
Sphere of Annihilation,{X}{B},1.0,rare,afr,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/d/3d2315a9-584b-4c59-af43-dd38bcb6c322.jpg?1627705427
Spiked Pit Trap,{1},1.0,common,afr,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/9/59fbf45a-23b4-4d06-abd9-4cc3895cb29d.jpg?1627710025
Split the Party,{3}{U}{U},5.0,uncommon,afr,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/4/743a0a96-f90a-4852-9a92-848795518e0a.jpg?1627703863
Spoils of the Hunt,{2}{G},3.0,common,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/0/10dfdfd4-8621-40ef-a60f-74e9c107bbaf.jpg?1627708344
Steadfast Paladin,{1}{W},2.0,common,afr,Creature — Dwarf Knight,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/2/a2c06b6e-faf5-467d-bfe1-9ff00be9e2f5.jpg?1627702555
Sudden Insight,{4}{U}{U},6.0,uncommon,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/6/06ec3c87-d5aa-4f8a-a9bf-ef4e38e21ad1.jpg?1627703891
Swamp,,0.0,common,afr,Basic Land — Swamp,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/6/166fc328-20d1-4158-bcb6-3cebcf788ef5.jpg?1627710807
Swarming Goblins,{4}{R},5.0,common,afr,Creature — Goblin,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/2/623c1d1b-69a4-4bc4-b388-17a7600fd960.jpg?1627706804
Sylvan Shepherd,{2}{G},3.0,common,afr,Creature — Human Druid,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/7/c7d608fb-35b0-498e-988a-f53986b59dd2.jpg?1627708367
"Targ Nar, Demon-Fang Gnoll",{R}{G},2.0,uncommon,afr,Legendary Creature — Gnoll,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/f/5fe57856-9d35-470e-9138-360b02ac0c90.jpg?1627709448
Tasha's Hideous Laughter,{1}{U}{U},3.0,rare,afr,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/6/9667e453-5dc1-4ee7-82e4-edfc41db1151.jpg?1632362515
Teleportation Circle,{3}{W},4.0,rare,afr,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/7/77dc13fd-8e08-4846-87ef-0562bdd3ba93.jpg?1632361088
Temple of the Dragon Queen,,0.0,uncommon,afr,Land,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/1/01054cee-3105-4e80-9ded-0ae57db5c159.jpg?1627777768
The Blackstaff of Waterdeep,{U},1.0,rare,afr,Legendary Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/3/3317cbf3-13a1-4471-a23c-de429941e8a4.jpg?1627702938
The Book of Exalted Deeds,{W}{W}{W},3.0,mythic,afr,Legendary Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/1/a1899bb1-dd8e-4437-8ea3-4ad637eabf2b.jpg?1632261616
The Book of Vile Darkness,{B}{B}{B},3.0,mythic,afr,Legendary Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/5/05dcff61-8c48-401f-a31f-5fc53a298356.jpg?1627704426
The Deck of Many Things,{5},5.0,mythic,afr,Legendary Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/8/48484d4d-6000-4e7b-87cf-cabfe4e19b0e.jpg?1632415778
The Tarrasque,{6}{G}{G}{G},9.0,mythic,afr,Legendary Creature — Dinosaur,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/a/8a26fa15-d81f-4152-ae33-e91aa276b3fc.jpg?1627708455
Thieves' Tools,{1}{B},2.0,common,afr,Artifact — Equipment,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/5/f50b922e-32dd-4645-b6f4-c07d1a0c70fc.jpg?1627705456
Tiamat,{2}{W}{U}{B}{R}{G},7.0,mythic,afr,Legendary Creature — Dragon God,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/9/492fe79b-7af2-4911-8497-cbee8d529d18.jpg?1627773050
Tiger-Tribe Hunter,{3}{R}{R},5.0,uncommon,afr,Creature — Human Barbarian,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/6/46e0c229-aa31-4c79-bafe-28a8d8e64c61.jpg?1627706830
Treasure Chest,{3},3.0,rare,afr,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/1/41ae20c0-b056-4c4f-a6d0-bbd72c37d0fc.jpg?1632182160
Treasure Vault,,0.0,rare,afr,Artifact Land,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/d/8d75f53d-d105-4973-ab2e-58cdf3a41eed.jpg?1627779777
"Trelasarra, Moon Dancer",{G}{W},2.0,uncommon,afr,Legendary Creature — Elf Cleric,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/e/1ee2e3a2-3d8d-458d-960b-ded60d2ad4a1.jpg?1627712646
Trickster's Talisman,{U},1.0,uncommon,afr,Artifact — Equipment,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/3/33cb9973-c9ce-48f1-9972-651092624751.jpg?1627703946
Triumphant Adventurer,{W}{B},2.0,rare,afr,Creature — Human Knight,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/1/214d3167-4eea-42a1-a464-ddff59843142.jpg?1627709583
True Polymorph,{4}{U}{U},6.0,rare,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/4/04a1f384-9266-425c-b739-09d74871fc7b.jpg?1627703986
Underdark Basilisk,{1}{G},2.0,common,afr,Creature — Basilisk,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/6/96116efa-b580-4764-aba5-09cb8ce24806.jpg?1627712208
Unexpected Windfall,{2}{R}{R},4.0,common,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/a/bae6a5fb-39f5-4cf8-85f7-661cb4570507.jpg?1627706864
Valor Singer,{2}{R},3.0,common,afr,Creature — Tiefling Bard,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/9/89bc162c-bdf1-43f7-882f-d8cee4f3f415.jpg?1627706895
Vampire Spawn,{2}{B},3.0,common,afr,Creature — Vampire,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/8/b8975c72-b2ec-4c5f-86a4-4e1e3bb41c15.jpg?1627705486
"Varis, Silverymoon Ranger",{1}{G}{G},3.0,rare,afr,Legendary Creature — Human Elf Ranger,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/0/a051be39-298e-44dc-8fd9-bfbecdf98a58.jpg?1627712237
Veteran Dungeoneer,{3}{W},4.0,common,afr,Creature — Human Warrior,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/8/d8fe33b3-afaf-4a98-ae64-7d7e0eabe993.jpg?1627702622
"Volo, Guide to Monsters",{2}{G}{U},4.0,rare,afr,Legendary Creature — Human Wizard,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/6/76f910f2-a7ed-4535-b554-d672ba49f38c.jpg?1627782654
Vorpal Sword,{B},1.0,rare,afr,Artifact — Equipment,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/3/73f98860-d51a-4873-ab14-98f29b4eee5d.jpg?1632363669
Wandering Troubadour,{3}{G},4.0,uncommon,afr,Creature — Dragon Bard,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/3/d3c7f123-31c8-469b-85e5-d20c4d21b2a0.jpg?1627708544
Warlock Class,{B},1.0,uncommon,afr,Enchantment — Class,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/7/b7faf899-96b7-454e-b634-6684c2d72f26.jpg?1627705543
Werewolf Pack Leader,{G}{G},2.0,rare,afr,Creature — Human Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/2/d212a090-a9dc-4fd4-b138-34f3d8f1f563.jpg?1632415670
Westgate Regent,{3}{B}{B},5.0,rare,afr,Creature — Vampire,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/8/a8b32f97-327c-403c-8fdf-f614bf8fe198.jpg?1627782582
White Dragon,{4}{W}{W},6.0,uncommon,afr,Creature — Dragon,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/1/21e290c4-6c94-472a-9dec-6994aade29c2.jpg?1627702647
Wight,{1}{B},2.0,rare,afr,Creature — Zombie Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/6/f62abe9c-7599-433b-a964-10d6641f3586.jpg?1627705598
Wild Shape,{G},1.0,uncommon,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/c/ec9738f1-b2e7-45a5-b235-290256aabed0.jpg?1627708597
Wish,{2}{R},3.0,rare,afr,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/9/29c2d90f-bd33-402d-b5fd-ee1ae62b59cf.jpg?1632415557
Wizard Class,{U},1.0,uncommon,afr,Enchantment — Class,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/1/d1f629fb-b097-4240-8560-ef47f5678f48.jpg?1639436605
Wizard's Spellbook,{5}{U}{U},7.0,rare,afr,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/6/b6ed0a4c-0234-4341-8dcb-5eea6a9632e7.jpg?1627704085
"Xanathar, Guild Kingpin",{4}{U}{B},6.0,mythic,afr,Legendary Creature — Beholder,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/b/5bc58050-a615-4090-9cf5-cd49ccb4e2c6.jpg?1627709647
Xorn,{2}{R},3.0,rare,afr,Creature — Elemental,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/1/713a6502-5239-449a-b04a-c82d525f9916.jpg?1627711783
You Come to a River,{1}{U},2.0,common,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/b/ebf9bab7-98a0-4394-90c0-e7c52e14eb37.jpg?1627704121
You Come to the Gnoll Camp,{1}{R},2.0,common,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/e/0e893613-423e-409b-9334-292bd252405b.jpg?1627706980
You Find Some Prisoners,{1}{R},2.0,uncommon,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/f/0f2a95ae-feb2-42c3-99b4-9ea7a491d326.jpg?1627707015
You Find a Cursed Idol,{1}{G},2.0,common,afr,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/f/efb5671a-942a-4730-9756-32fe600e0528.jpg?1627708620
You Find the Villains' Lair,{1}{U}{U},3.0,common,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/a/1accce8c-7ca4-4cc5-bd8a-26b19622984b.jpg?1632189174
You Happen On a Glade,{2}{G},3.0,uncommon,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/9/f9ae7693-a6b5-42f8-9f05-c0643b95a710.jpg?1627708646
You Hear Something on Watch,{1}{W},2.0,common,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/6/76e939ab-9d0c-4685-805c-c8bc4e6af163.jpg?1627702676
You Meet in a Tavern,{2}{G}{G},4.0,uncommon,afr,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/9/593aa59a-4025-4df8-9f27-188fc7712fde.jpg?1627708684
You See a Guard Approach,{U},1.0,common,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/0/30c5fd8e-753a-45e1-bcdd-fb6e072ffbb0.jpg?1627704199
You See a Pair of Goblins,{2}{R},3.0,uncommon,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/6/b69e7200-96ea-4455-83cc-0a497d56efe5.jpg?1627707049
You're Ambushed on the Road,{W},1.0,common,afr,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/2/726da84a-fdd4-46df-8ba4-f94d582bcce4.jpg?1627702725
Yuan-Ti Fang-Blade,{2}{B},3.0,common,afr,Creature — Snake Rogue,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/7/a7e0e09c-ed43-4a37-85f2-c60bdfdb2624.jpg?1627705628
Yuan-Ti Malison,{1}{U},2.0,rare,afr,Creature — Snake Rogue,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/f/0f51afd9-7093-4aa3-ad5b-7383684d6285.jpg?1627704255
"Zalto, Fire Giant Duke",{3}{R}{R},5.0,rare,afr,Legendary Creature — Giant Barbarian,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/c/9c6da066-accb-4c09-9acb-4de263dadad3.jpg?1627707083
"Zariel, Archduke of Avernus",{2}{R}{R},4.0,mythic,afr,Legendary Planeswalker — Zariel,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/a/6ad8828d-96b8-432f-bcee-3a60b6ef1270.jpg?1627769253
Zombie Ogre,{3}{B}{B},5.0,common,afr,Creature — Zombie Ogre,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/4/d4dbed36-190c-4748-b282-409a2fb5d134.jpg?1627705679
